Element Name,Windows NT,Win95,Win32s,Subsystem,Import Library,Header File,Platform Notes,History,Unicode,ElementType
WS_EX_TRANSPARENT,Yes,Yes,Yes,style/window, -,winuser.h,,,No,constant
XTYP_ADVDATA,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_ADVREQ,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_ADVSTART,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_ADVSTOP,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_CONNECT,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_CONNECT_CONFIRM,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_DISCONNECT,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_ERROR,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_EXECUTE,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_MONITOR,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_POKE,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_REGISTER,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_REQUEST,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_UNREGISTER,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_WILDCONNECT,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_XACT_COMPLETE,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
FSCTL_DISMOUNT_VOLUME,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
FSCTL_GET_COMPRESSION,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
FSCTL_LOCK_VOLUME,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
FSCTL_SET_COMPRESSION,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
FSCTL_UNLOCK_VOLUME,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_DISK_CHECK_VERIFY,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_DISK_EJECT_MEDIA,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_DISK_FORMAT_TRACKS,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_DISK_GET_DRIVE_GEOMETRY,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_DISK_GET_DRIVE_LAYOUT,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_DISK_GET_MEDIA_TYPES,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_DISK_GET_PARTITION_INFO,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_DISK_LOAD_MEDIA,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_DISK_MEDIA_REMOVAL,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_DISK_PERFORMANCE,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_DISK_REASSIGN_BLOCKS,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_DISK_SET_DRIVE_LAYOUT,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_DISK_SET_PARTITION_INFO,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_DISK_VERIFY,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_SERIAL_LSRMST_INSERT,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
RAS_PARAMS_FORMAT,Yes,No,No,RAS Admin,,rassapi.h,,New for Windows NT 4.0,No,enumeration
ACL_INFORMATION_CLASS,Yes,No,No,adv services, -,winnt.h,,,No,enumeration type
FD_FLAGS,Yes,Yes,No,user/new shell, -,shlobj.h,,,No,enumeration type
GET_FILEEX_INFO_LEVELS,Yes,No,No,Kernel,,winbase.h,,New for Windows NT 4.0,No,enumeration type
MEDIA_TYPE,Yes,No,No,kernel, -,winioctl.h,,,No,enumeration type
RASCONNSTATE,Yes,Yes,No,Remote Access Service, -,ras.h,,,No,enumeration type
RASPROJECTION,Yes,Yes,No,Remote Access Service, -,ras.h,,,No,enumeration type
SECURITY_IMPERSONATION_LEVEL,Yes,No,No,adv services, -,winnt.h,,,No,enumeration type
SID_NAME_USE,Yes,No,No,adv services, -,winnt.h,,,No,enumeration type
TOKEN_INFORMATION_CLASS,Yes,No,No,adv services, -,winnt.h,,,No,enumeration type
TOKEN_TYPE,Yes,No,No,adv services, -,winnt.h,,,No,enumeration type
__WSAFDIsSet,Yes,Yes,Yes,sockets,wsock32.lib,winsock.h,,,No,function
_hread,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,No,function
_hwrite,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,No,function
_lclose,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,No,function
_lcreat,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,No,function
_llseek,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,No,function
_lopen,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,No,function
_lread,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,No,function
_lwrite,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,No,function
AbnormalTermination,Yes,Yes,Yes,macro,,rpc.h,,,No,function
AbortDoc,Yes,Yes,Yes,GDI/Print,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",,No,function
AbortPath,Yes,Yes,No,GDI/Paths,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",,No,function
AbortPrinter,Yes,Yes,No,GDI/PrintSubSys,winspool.lib,wingdi.h,,,No,function
AbortSystemShutdown,Yes,No,No,adv services,advapi32.lib,winreg.h,,,WinNT,function
accept,Yes,Yes,Yes,sockets,wsock32.lib,winsock.h,,,No,function
AccessCheck,Yes,No,No,adv services,advapi32.lib,winbase.h,,,No,function
AccessCheckAndAuditAlarm,Yes,No,No,adv services,advapi32.lib,winbase.h,,,WinNT,function
acmDriverAdd,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,WinNT,function
acmDriverClose,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmDriverDetails,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,WinNT,function
acmDriverEnum,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmDriverID,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmDriverMessage,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmDriverOpen,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmDriverPriority,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmDriverRemove,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmFilterChoose,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,WinNT,function
acmFilterDetails,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,WinNT,function
acmFilterEnum,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,WinNT,function
acmFilterTagDetails,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,WinNT,function
acmFilterTagEnum,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,WinNT,function
acmFormatChoose,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,WinNT,function
acmFormatDetails,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,WinNT,function
acmFormatEnum,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,WinNT,function
acmFormatSuggest,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmFormatTagDetails,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,WinNT,function
acmFormatTagEnum,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,WinNT,function
acmGetVersion,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmMetrics,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmStreamClose,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmStreamConvert,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmStreamMessage,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmStreamOpen,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmStreamPrepareHeader,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmStreamReset,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmStreamSize,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmStreamUnprepareHeader,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
AcsLan,Yes,No,No,dlc,dlcapi.lib,dlcapi.h,,,No,function
ActivateKeyboardLayout,Yes,Yes,No,USER,user32.lib,winuser.h,,,No,function
AddAccessAllowedAce,Yes,No,No,adv services,advapi32.lib,winbase.h,,,No,function
AddAccessDeniedAce,Yes,No,No,adv services,advapi32.lib,winbase.h,,,No,function
AddAce,Yes,No,No,adv services,advapi32.lib,winbase.h,,,No,function
AddAtom,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,WinNT,function
AddAuditAccessAce,Yes,No,No,adv services,advapi32.lib,winbase.h,,,No,function
AddFontResource,Yes,Yes,Yes,GDI/Text,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",,WinNT,function
AddForm,Yes,No,No,GDI/PrintSubSys,winspool.lib,winspool.h,,New for Windows NT 3.51,WinNT,function
AddJob,Yes,Yes,No,GDI/PrintSubSys,winspool.lib,winspool.h,,,WinNT,function
AddMonitor,Yes,Yes,No,GDI/PrintSubSys,winspool.lib,winspool.h,,,WinNT,function
AddPort,Yes,Yes,No,GDI/PrintSubSys,winspool.lib,winspool.h,,,WinNT,function
AddPrinter,Yes,Yes,No,GDI/PrintSubSys,winspool.lib,winspool.h,,,WinNT,function
AddPrinterConnection,Yes,No,No,GDI/PrintSubSys,winspool.lib,winspool.h,,New for Windows NT 3.51,WinNT,function
AddPrinterDriver,Yes,Yes,No,GDI/PrintSubSys,winspool.lib,winspool.h,,,WinNT,function
AddPrintProcessor,Yes,Yes,No,GDI/PrintSubSys,winspool.lib,winspool.h,,,WinNT,function
AddPrintProvidor,Yes,Yes,No,GDI/PrintSubSys,winspool.lib,winspool.h,,,WinNT,function
AddPropertySheet,Yes,Yes,No,,,,,New for Windows 95; added to Windows NT 4.0,,function
AdjustTokenGroups,Yes,No,No,adv services,advapi32.lib,winbase.h,,,No,function
AdjustTokenPrivileges,Yes,No,No,adv services,advapi32.lib,winbase.h,,,No,function
AdjustWindowRect,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
AdjustWindowRectEx,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
AdvancedDocumentProperties,Yes,Yes,No,GDI/PrintSubSys,winspool.lib,winspool.h,,,WinNT,function
AllocateAndInitializeSid,Yes,No,No,adv services,advapi32.lib,winbase.h,,,No,function
AllocateLocallyUniqueId,Yes,No,No,adv services,advapi32.lib,winbase.h,,,No,function
AllocConsole,Yes,Yes,No,Kernel/Console,kernel32.lib,wincon.h,,,No,function
AngleArc,Yes,No,No,GDI/Drawing,gdi32.lib,wingdi.h,,,No,function
AnimatePalette,Yes,Yes,Yes,GDI/Palette,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",,No,function
AnsiLower,Yes,Yes,Yes,macro, -,winuser.h,,Obsolete,No,function
AnsiLowerBuff,Yes,Yes,Yes,macro, -,winuser.h,,Obsolete,No,function
AnsiNext,Yes,Yes,Yes,macro, -,winuser.h,,Obsolete,No,function
AnsiPrev,Yes,Yes,Yes,macro, -,winuser.h,,Obsolete,No,function
AnsiToOem,Yes,Yes,Yes,macro, -,winuser.h,,Obsolete,No,function
AnsiToOemBuff,Yes,Yes,Yes,macro, -,winuser.h,,Obsolete,No,function
AnsiUpper,Yes,Yes,Yes,macro, -,winuser.h,,Obsolete,No,function
AnsiUpperBuff,Yes,Yes,Yes,macro, -,winuser.h,,Obsolete,No,function
AnyPopup,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
AppendMenu,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,WinNT,function
Arc,Yes,Yes,Yes,GDI/Drawing,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",,No,function
ArcTo,Yes,No,No,GDI/Drawing,gdi32.lib,wingdi.h,,,No,function
AreAllAccessesGranted,Yes,No,No,adv services,advapi32.lib,winbase.h,,,No,function
AreAnyAccessesGranted,Yes,No,No,adv services,advapi32.lib,winbase.h,,,No,function
AreFileApisANSI,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,On Win32s the file APIs are always ANSI,,No,function
ArrangeIconicWindows,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
AssociatePropertySheet,Yes,Yes,No,,,,,New for Windows 95; added to Windows NT 4.0,,function
AttachThreadInput,Yes,Yes,No,USER,user32.lib,winuser.h,,,No,function
auxGetDevCaps,Yes,Yes,Yes,mm,winmm.lib,mmsystem.h,,,WinNT,function
auxGetNumDevs,Yes,Yes,Yes,mm,winmm.lib,mmsystem.h,,,No,function
auxGetVolume,Yes,Yes,Yes,mm,winmm.lib,mmsystem.h,,,No,function
auxOutMessage,Yes,Yes,Yes,mm,winmm.lib,mmsystem.h,,,No,function
auxSetVolume,Yes,Yes,Yes,mm,winmm.lib,mmsystem.h,,,No,function
AVIBuildFilter,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,WinNT,function
AVIClearClipboard,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIFileAddRef,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIFileCreateStream,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIFileEndRecord,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIFileExit,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIFileGetStream,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIFileInfo,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,WinNT,function
AVIFileInit,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIFileOpen,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,WinNT,function
AVIFileReadData,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIFileRelease,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIFileWriteData,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIGetFromClipboard,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIMakeCompressedStream,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIMakeFileFromStreams,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIMakeStreamFromClipboard,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIPutFileOnClipboard,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVISave,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,WinNT,function
AVISaveOptions,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVISaveOptionsFree,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVISaveV,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,WinNT,function
AVIStreamAddRef,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIStreamBeginStreaming,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIStreamCreate,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIStreamEndStreaming,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIStreamFindSample,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIStreamGetFrame,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIStreamGetFrameClose,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIStreamGetFrameOpen,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIStreamInfo,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,WinNT,function
AVIStreamLength,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIStreamOpenFromFile,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,WinNT,function
AVIStreamRead,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIStreamReadData,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIStreamReadFormat,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIStreamRelease,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIStreamSampleToTime,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIStreamSetFormat,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIStreamStart,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIStreamTimeToSample,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIStreamWrite,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
AVIStreamWriteData,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,No,function
BackupEventLog,Yes,No,No,adv services,advapi32.lib,winbase.h,,,WinNT,function
BackupRead,Yes,No,No,Kernel/Tape,kernel32.lib,winbase.h,,,No,function
BackupSeek,Yes,No,No,Kernel/Tape,kernel32.lib,winbase.h,,,No,function
BackupWrite,Yes,No,No,Kernel/Tape,kernel32.lib,winbase.h,,,No,function
Beep,Yes,Yes,Yes,Kernel/Errors,kernel32.lib,winbase.h,,,No,function
BeginDeferWindowPos,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
BeginPaint,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
BeginPath,Yes,Yes,No,GDI/Paths,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",,No,function
BeginUpdateResource,Yes,No,No,Kernel/Resources,kernel32.lib,winbase.h,,,WinNT,function
bind,Yes,Yes,Yes,sockets,wsock32.lib,winsock.h,,,No,function
BindImage,Yes,Yes,No,kernel/exe image tools,imagehlp.lib,imagehlp.h,Windows 95: IMAGEHLP is available as a redistributable.,,No,function
BindImageEx,Yes,Yes,No,kernel/exe image tools,imagehlp.lib,imagehlp.h,Windows 95: IMAGEHLP is available as a redistributable.,,No,function
BindMoniker,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function
BitBlt,Yes,Yes,Yes,GDI/Bitmap,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",,No,function
BringWindowToTop,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
BroadcastSystemMessage,Yes,Yes,No,USER,user32.lib,winuser.h,,New for Windows 95; added to Windows NT 4.0,No,function
BuildCommDCB,Yes,Yes,No,Comm,kernel32.lib,winbase.h,,,WinNT,function
BuildCommDCBAndTimeouts,Yes,Yes,No,Comm,kernel32.lib,winbase.h,,,WinNT,function
CallMsgFilter,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
CallNamedPipe,Yes,Yes,No,Kernel/Pipes,kernel32.lib,winbase.h,,,WinNT,function
CallNextHookEx,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
CallWindowProc,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,WinNT,function
CancelDC,Yes,No,No,GDI/DC,gdi32.lib,wingdi.h,,,No,function
CancelIo,Yes,No,No,Kernel,kernel32.lib,winbase.h,,New for Windows NT 4.0,No,function
CancelWaitableTimer,Yes,No,No,kernel,kernel32.lib,winbase.h,,New for Windows NT 4.0,No,function
capCreateCaptureWindow,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,WinNT,function
capGetDriverDescription,Yes,Yes,No,mm/vfw,vfw32.lib,vfw.h,,,WinNT,function
CascadeWindows,Yes,Yes,No,USER,user32.lib,winuser.h,,New for Windows 95; added to Windows NT 4.0,No,function
ChangeClipboardChain,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
ChangeDisplaySettings,Yes,Yes,No,USER,user32.lib,winuser.h,,New for Windows NT 3.5,WinNT,function
ChangeMenu,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,WinNT,function
ChangeServiceConfig,Yes,No,No,adv services,advapi32.lib,winsvc.h,,,WinNT,function
char_array_from_ndr,Yes,No,No,RPC,rpcrt4.lib,rpcndr.h,,,No,function
char_from_ndr,Yes,No,No,RPC,rpcrt4.lib,rpcndr.h,,,No,function
CharLower,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,WinNT,function
CharLowerBuff,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,WinNT,function
CharNext,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,WinNT,function
CharNextExA,Yes,Yes,No,USER,user32.lib,winuser.h,,New for Windows 95; added to Windows NT 4.0,No,function
CharPrev,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,WinNT,function
CharPrevExA,Yes,Yes,No,USER,user32.lib,winuser.h,,New for Windows 95; added to Windows NT 4.0,No,function
CharToOem,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,WinNT,function
CharToOemBuff,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,WinNT,function
CharUpper,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,WinNT,function
CharUpperBuff,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,WinNT,function
CheckColorsInGamut,No,Yes,No,GDI/ICM,gdi32.lib,wingdi.h,,New for Windows 95,No,function
CheckDlgButton,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
CheckMenuItem,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
CheckMenuRadioItem,Yes,Yes,No,USER,user32.lib,winuser.h,,New for Windows 95; added to Windows NT 4.0,No,function
CheckRadioButton,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
CheckSumMappedFile,Yes,Yes,No,kernel/exe image tools,imagehlp.lib,imagehlp.h,Windows 95: IMAGEHLP is available as a redistributable.,,No,function
ChildWindowFromPoint,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
ChildWindowFromPointEx,Yes,Yes,No,USER,user32.lib,winuser.h,,New for Windows 95; added to Windows NT 4.0,No,function
ChooseColor,Yes,Yes,Yes,shell/commdlg,comdlg32.lib,commdlg.h,,,WinNT,function
ChooseFont,Yes,Yes,Yes,shell/commdlg,comdlg32.lib,commdlg.h,,,WinNT,function
ChoosePixelFormat,Yes,Yes,No,GDI/Opengl,gdi32.lib,wingdi.h,"""Windows 95: OpenGL is available as a redistributable""",New,No,function
Chord,Yes,Yes,Yes,GDI/Drawing,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",,No,function
ClearCommBreak,Yes,Yes,No,Comm,kernel32.lib,winbase.h,,,No,function
ClearCommError,Yes,Yes,No,Comm,kernel32.lib,winbase.h,,,No,function
ClearEventLog,Yes,No,No,adv services,advapi32.lib,winbase.h,,,WinNT,function
ClientToScreen,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
ClipCursor,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
CloseClipboard,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
CloseDesktop,Yes,No,No,USER,user32.lib,winuser.h,,New for Windows NT 3.51,No,function
CloseDriver,Yes,Yes,No,mm ,winmm.lib,mmsystem.h,,,No,function
CloseEnhMetaFile,Yes,Yes,No,GDI/EnhMetafile,gdi32.lib,wingdi.h,,,No,function
CloseEventLog,Yes,No,No,adv services,advapi32.lib,winbase.h,,,No,function
CloseFigure,Yes,Yes,No,GDI/Paths,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",,No,function
CloseHandle,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,No,function
CloseMetaFile,Yes,Yes,Yes,GDI/Metafile,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",,No,function
ClosePrinter,Yes,Yes,No,GDI/PrintSubSys,winspool.lib,winspool.h,,,No,function
CloseProperties,Yes,Yes,No,,,,,New for Windows 95; added to Windows NT 4.0,,function
CloseServiceHandle,Yes,No,No,adv services,advapi32.lib,winsvc.h,,,No,function
closesocket,Yes,Yes,Yes,sockets,wsock32.lib,winsock.h,,,No,function
CloseWindow,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
CloseWindowStation,Yes,No,No,USER,user32.lib,winuser.h,,New for Windows NT 3.51,No,function
CLSIDFromProgID,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,"""All 32-bit OLE Apis are UNICODE only""",,All,function
CLSIDFromString,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,"""All 32-bit OLE Apis are UNICODE only""",,All,function
CoBuildVersion,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function
CoCreateGuid,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function
CoCreateInstance,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function
CoDisconnectObject,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function
CoDosDateTimeToFileTime,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function
CoFileTimeNow,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function
CoFileTimeToDosDateTime,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function
CoFreeAllLibraries,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function
CoFreeLibrary,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function
CoFreeUnusedLibraries,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function
CoGetClassObject,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function
CoGetCurrentProcess,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function
CoGetMalloc,Yes,Yes,Yes,OLE/Objects,ole32.lib,objbase.h,,,No,function
